,CÓDIGO,,,CÓDIGO,,DESCRIPCIÓN,,
,PROVINCIA,,,MUNICIPIO,,,,
,,,130302,,,BUENA VISTA (D. M.).,,
,,,130303,,,MANABAO (D. M.).,,
,,,130400,,,MUNICIPIO JIMA ABAJO,,
,,,130401,,,JIMA ABAJO (D. M.).,,
,,,130402,,,RINCÓN (D. M.).,,
,140000,,,,,,PROVINCIA MARÍA TRINIDAD SÁNCHEZ,
,,,140100,,,MUNICIPIO NAGUA,,
,,,140101,,,NAGUA (D. M.).,,
,,,140102,,,SAN JOSÉ DE MATANZAS (D. M.).,,
,,,140103,,,LAS GORDAS (D. M.).,,
,,,140104,,,ARROYO AL MEDIO (D. M.).,,
,,,140200,,,MUNICIPIO CABRERA,,
,,,140201,,,CABRERA (D. M.).,,
,,,140202,,,ARROYO SALADO (D. M.).,,
,,,140203,,,LA ENTRADA (D. M.).,,
,,,140300,,,MUNICIPIO EL FACTOR,,
,,,140301,,,EL FACTOR (D. M.).,,
,,,140302,,,EL POZO (D. M.).,,
,,,140400,,,MUNICIPIO RÍO SAN JUAN,,
,,,140401,,,RÍO SAN JUAN (D. M.).,,
,150000,,,,,,PROVINCIA MONTE CRISTI,
,,,150100,,,MUNICIPIO MONTE CRISTI,,
,,,150101,,,MONTE CRISTI (D. M.).,,
,,,150200,,,MUNICIPIO CASTAÑUELAS,,
,,,150201,,,CASTAÑUELAS (D. M.).,,
,,,150202,,,PALO VERDE (D. M.).,,
,,,150300,,,MUNICIPIO GUAYUBÍN,,
,,,150301,,,GUAYUBÍN (D. M.).,,
