,CÓDIGO,,,CÓDIGO,,DESCRIPCIÓN,,
,PROVINCIA,,,MUNICIPIO,,,,
,,,250504,,,LAS PLACETAS (D. M.).,,
,,,250600,,,MUNICIPIO TAMBORIL,,
,,,250601,,,TAMBORIL,,
,,,250602,,,CANCA LA PIEDRA (D. M.).,,
,,,250700,,,MUNICIPIO VILLA GONZÁLEZ,,
,,,250701,,,VILLA GONZÁLEZ,,
,,,250702,,,PALMAR ARRIBA (D. M.).,,
,,,250703,,,EL LIMÓN (D. M.).,,
,,,250800,,,MUNICIPIO PUÑAL,,
,,,250801,,,PUÑAL,,
,,,250802,,,GUAYABAL (D. M.).,,
,,,250803,,,CANABACOA (D. M.).,,
,,,250900,,,MUNICIPIO SABANA IGLESIA,,
,,,250901,,,SABANA IGLESIA,,
,,,251000,,,BAITOA,,
,,,251001,,,BAITOA,,
,260000,,,,,,PROVINCIA SANTIAGO RODRÍGUEZ,
,,,260100,,,MUNICIPIO SAN IGNACIO DE SABANETA,,
,,,260101,,,SAN IGNACIO DE SABANETA (D. M.).,,
,,,260200,,,MUNICIPIO VILLA LOS ALMÁCIGOS,,
,,,260201,,,VILLA LOS ALMÁCIGOS (D. M.).,,
,,,260300,,,MUNICIPIO MONCIÓN,,
,,,260301,,,MONCIÓN (D. M.).,,
,270000,,,,,,PROVINCIA VALVERDE,
,,,270100,,,MUNICIPIO MAO,,
,,,270101,,,MAO (D. M.).,,
,,,270102,,,AMINA (D. M.).,,
,,,270103,,,JAIBÓN (PUEBLO NUEVO) (D. M.).,,
