,,,,,,,OBLIGATORIEDAD,,,,,,,,,
,CAMPOS,DESCRIPCIÓN,Largo,,Validación,,,,,,,,,,,
,,,,Tipo,,,Fact.,,,,,,,,,
,,,,,,I,,,,,,,,,,
,,,Max,,,,Créd.,Fact.,Nota,Nota,,Gastos,Regím.,,,Pagos
,,,,,,,Fiscal,Consum.,Déb.,Créd.,Compras,Menor.,Espec.,Guber.,Export.,Exterior
,,,,,,,,,,,,,,,,
,,,,,,,Electr.,Electr.,Electr.,Electr.,Electr.,Electr.,Electr.,Electr.,Electr.,Electr.
,,,,,,,,,,,,,,,,
,,,,,,,31,32,33,34,41,43,44,45,46,47
,"ÁREA
<Subtotales>",SUBTOTALES,,,,,,,,,,,,,,
,,,,,,,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,
,"ÁREA
<Subtotal>","SUBTOTAL
Se pueden incluir hasta 20
repeticiones.",,,,,,,,,,,,,,
,,,,,,,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,
1,"Número Subtotal
<NumeroSubTotal>",Número de Subtotal,2,NUM,"a) Número secuencial de
acuerdo al número de
subtotales",N,3,3,3,3,3,3,3,3,3,3
2,"Descripción
< DescripcionSubtotal>",Título del Subtotal,40,ALFA,a) Sin validación.,N,3,3,3,3,3,3,3,3,3,3
3,"Orden
<Orden>","Ubicación para Impresión.
De uso para el contribuyente
como ayuda para indicar cómo
imprimirá Subtotales.",2,NUM,a) Sin validación.,N,3,3,3,3,3,3,3,3,3,3
4,"Subtotal Monto Gravado ITBIS
Total
<SubTotalMontoGravadoTotal>","Valor de la sumatoria del
Subtotal Monto Gravado ITBIS
Tasa 1, ITBIS Tasa 2 e ITBIS Tasa
3; en DOP$ u otra moneda.",18,NUM,"a) Valor numérico de 16
enteros, 2 decimales; ≥0",N,3,3,3,3,3,0,0,3,3,0
5,"Subtotal Monto Gravado ITBIS
Tasa 1
<SubTotalMontoGravadoI1>","Valor del monto gravado del
Subtotal asignados a ítem con
ITBIS tasa 1(18%); en DOP$ u
otra moneda.",18,NUM,"a) Valor numérico de 16
enteros, 2 decimales; ≥0",N,3,3,3,3,3,0,0,3,0,0
6,"Subtotal Monto Gravado ITBIS
Tasa 2
<SubTotalMontoGravadoI2>","Valor del monto gravado del
Subtotal asignados a ítem con
ITBIS tasa 2 (16%); en DOP$ u
otra moneda.",18,NUM,"a) Valor numérico de 16
enteros, 2 decimales; ≥0",N,3,3,3,3,3,0,0,3,0,0
